"page #",x,y,text
1,850.3025998515,-159.88860001913,遵守選舉法令，宏揚法治精神
1,739.97939987077,4095.2391994901,檢舉賄選要勇敢，政治清明有期盼
1,145.21439997464,17.404200002084,高雄市第２屆岡山區仁壽里里長選舉選舉公報
1,2473.599400068,-6.6582000007966,高雄市選舉委員會編印
1,145.21439997464,147.36739951764,高雄市第2屆岡山區仁壽里里長選舉，經定於中華民國一百零三年十一月二十九日(星期六)上午八時起至
1,145.21439997464,221.76739952654,下午四時止舉行投票。茲依公職人員選舉罷免法第四十七條規定，將候選人所填之政見及個人資料刊登
1,145.21439997464,296.16739953544,如下，候選人個人資料係依據候選人所填列資料刊登，如有不實，由候選人自行負責。
1,167.23180047079,377.82840004522,號
1,167.23180047079,415.90839904977,次
1,354.67480043806,396.8683995475,"相    片"
1,627.81179989036,377.82840004522,姓
1,627.81179989036,415.90839904977,名
1,696.53119937836,358.78839904294,出生
1,696.53119937836,396.8683995475,年月
1,712.85119937551,434.94840005205,日
1,797.89060036065,377.82840004522,性
1,797.89060036065,415.90839904977,別
1,882.9299998458,358.78839904294,出
1,882.9299998458,396.8683995475,生
1,882.9299998458,434.94840005205,地
1,951.6493993338,358.78839904294,推薦
1,967.96939933095,396.8683995475,之
1,951.6493993338,434.94840005205,政黨
1,1159.9541997974,396.8683995475,"學    歷  經    歷 政           見"
1,156.3227999727,642.45660007689,1
1,705.17140037685,491.83999955886,70
1,705.17140037685,543.84000006508,年
1,705.17140037685,595.83999907131,10
1,705.17140037685,647.83999957753,月
1,705.17140037685,699.84000008375,21
1,705.17140037685,751.83999908998,日
1,790.210799862,621.84000007442,"女 無"
1,1030.77760032,597.82440007154,台南科技大學
1,1030.77760032,633.82440007585,生活應用學系(所)碩士班畢業
1,1427.6279997507,579.82440006939,‧台北社區大學　講師
1,1427.6279997507,615.8244000737,"‧私立義峰高級中學 餐飲專業教師"
1,1427.6279997507,651.82440007801,‧國家B級柔道運動教練
1,1994.5571996517,489.82440005862,友善仁壽，健康樂活
1,1994.5571996517,525.82440006293,‧鼓勵日間互托，啟動鄰里相互人際關係。
1,1994.5571996517,561.82440006724,‧設立食物銀行，以更有尊嚴的方式照顧弱勢族群。
